Order_ID,Order_Date,Customer_ID,Region,Product_Category,Product_Name,Quantity,Unit_Price,Total_Sales
ORD100032,2023-01-02,CUST2519,West,Clothing,Milk,7,1178,8246
ORD100033,2023-01-02,CUST7224,South,Grocery,Rice,4,601,2404
ORD100034,2023-01-02,CUST2584,South,Clothing,Sofa,3,985,2955
ORD100035,2023-01-02,CUST6881,North,Electronics,Milk,5,3039,15195
ORD100036,2023-01-02,CUST6635,West,Electronics,Rice,2,702,1404
ORD100037,2023-01-02,CUST5333,North,Clothing,TV,4,4520,18080
ORD100038,2023-01-02,CUST1711,North,Clothing,Jeans,7,2064,14448
ORD100039,2023-01-02,CUST8527,East,Clothing,Rice,2,3994,7988
ORD100040,2023-01-02,CUST9785,East,Clothing,Jeans,6,2644,15864
ORD100041,2023-01-02,CUST3045,East,Furniture,Mobile,5,4511,22555
ORD100042,2023-01-02,CUST7201,South,Grocery,Milk,3,1824,5472
ORD100043,2023-01-02,CUST2291,West,Furniture,Milk,5,271,1355
ORD100044,2023-01-02,CUST5803,West,Grocery,Table,7,4776,33432
ORD100045,2023-01-02,CUST6925,West,Grocery,Milk,3,1401,4203
ORD100046,2023-01-02,CUST4150,West,Grocery,Mobile,8,183,1464
ORD100047,2023-01-02,CUST2139,East,Furniture,Table,7,1271,8897
ORD100048,2023-01-03,CUST1750,South,Clothing,Jeans,4,1043,4172
ORD100049,2023-01-03,CUST4733,South,Furniture,Chair,5,4928,24640
ORD100050,2023-01-03,CUST5741,East,Furniture,Rice,4,1886,7544
ORD100051,2023-01-03,CUST2307,South,Grocery,Laptop,2,4293,8586
ORD100052,2023-01-03,CUST4814,East,Electronics,Jeans,9,4409,39681
ORD100053,2023-01-03,CUST2654,West,Electronics,Mobile,1,906,906
ORD100054,2023-01-03,CUST7227,East,Furniture,Jeans,8,410,3280
ORD100055,2023-01-03,CUST5554,West,Grocery,Laptop,4,1860,7440
ORD100056,2023-01-03,CUST8428,West,Furniture,Mobile,9,2330,20970
ORD100057,2023-01-03,CUST6977,North,Furniture,Milk,3,2082,6246
ORD100058,2023-01-03,CUST3664,East,Clothing,Jeans,7,1456,10192
ORD100059,2023-01-03,CUST7065,North,Grocery,Rice,3,4086,12258
ORD100060,2023-01-03,CUST6820,East,Electronics,TV,7,3997,27979
ORD100061,2023-01-03,CUST4432,East,Electronics,Milk,2,456,912
ORD100062,2023-01-03,CUST5374,North,Electronics,Milk,3,3262,9786
ORD100063,2023-01-03,CUST2169,North,Furniture,Chair,8,1298,10384
ORD100064,2023-01-03,CUST3803,East,Grocery,TV,7,2801,19607
ORD100065,2023-01-03,CUST9751,South,Clothing,Shirt,3,4838,14514
ORD100066,2023-01-03,CUST5010,West,Electronics,TV,8,4834,38672
ORD100067,2023-01-03,CUST3677,North,Grocery,Chair,9,2411,21699
ORD100068,2023-01-03,CUST8573,West,Electronics,Sofa,2,2876,5752
ORD100069,2023-01-03,CUST7216,South,Clothing,Laptop,2,626,1252
ORD100070,2023-01-03,CUST5422,South,Grocery,Chair,7,3344,23408
ORD100071,2023-01-03,CUST4598,South,Furniture,Sofa,8,3430,27440
ORD100072,2023-01-04,CUST6313,North,Furniture,Table,5,464,2320
ORD100073,2023-01-04,CUST1916,South,Electronics,Milk,2,4204,8408
ORD100074,2023-01-04,CUST4752,North,Electronics,Shirt,5,3431,17155
ORD100075,2023-01-04,CUST1525,South,Grocery,Chair,3,212,636
ORD100076,2023-01-04,CUST6168,West,Clothing,Rice,9,3890,35010
ORD100077,2023-01-04,CUST7572,West,Electronics,Shirt,2,2622,5244
ORD100078,2023-01-04,CUST5386,East,Grocery,Table,9,4674,42066
ORD100079,2023-01-04,CUST2084,West,Clothing,Mobile,2,947,1894
ORD100080,2023-01-04,CUST4456,East,Electronics,Rice,1,3907,3907
ORD100081,2023-01-04,CUST6155,West,Electronics,Mobile,6,2629,15774
ORD100082,2023-01-04,CUST4483,North,Grocery,Rice,6,1769,10614
ORD100083,2023-01-04,CUST9179,West,Electronics,Shirt,4,3766,15064
ORD100084,2023-01-04,CUST7482,East,Furniture,Rice,2,4911,9822
ORD100085,2023-01-04,CUST8517,East,Clothing,Shirt,3,680,2040
ORD100086,2023-01-04,CUST3340,South,Clothing,Laptop,6,475,2850
ORD100087,2023-01-04,CUST5339,North,Furniture,Mobile,4,3077,12308
ORD100088,2023-01-04,CUST3287,West,Grocery,Jeans,5,4641,23205
ORD100089,2023-01-04,CUST5040,South,Furniture,Table,9,4154,37386
ORD100090,2023-01-04,CUST9830,West,Furniture,Rice,5,2713,13565
ORD100091,2023-01-04,CUST5304,West,Clothing,Shirt,8,971,7768
ORD100092,2023-01-04,CUST8019,South,Grocery,Table,2,584,1168
ORD100093,2023-01-04,CUST7543,South,Electronics,Sofa,6,4872,29232
ORD100094,2023-01-04,CUST6930,South,Furniture,TV,6,3588,21528
ORD100095,2023-01-04,CUST4593,South,Furniture,Rice,5,3860,19300
ORD100096,2023-01-05,CUST3266,South,Grocery,Chair,6,1810,10860
ORD100097,2023-01-05,CUST9348,West,Furniture,Milk,5,1260,6300
ORD100098,2023-01-05,CUST9085,South,Grocery,Jeans,2,1481,2962
ORD100099,2023-01-05,CUST2489,North,Electronics,Laptop,5,330,1650
ORD100100,2023-01-05,CUST1771,East,Grocery,Shirt,1,3286,3286
ORD100101,2023-01-05,CUST2796,South,Electronics,Shirt,3,4002,12006
ORD100102,2023-01-05,CUST3504,South,Grocery,TV,7,2662,18634
ORD100103,2023-01-05,CUST3621,West,Furniture,TV,4,2131,8524
ORD100104,2023-01-05,CUST7916,South,Electronics,Jeans,8,211,1688
ORD100105,2023-01-05,CUST2040,South,Furniture,Rice,3,3317,9951
ORD100106,2023-01-05,CUST7304,South,Electronics,Mobile,7,1472,10304
ORD100107,2023-01-05,CUST7252,West,Grocery,TV,2,1331,2662
ORD100108,2023-01-05,CUST8668,South,Grocery,Sofa,8,103,824
ORD100109,2023-01-05,CUST9669,East,Grocery,TV,3,3249,9747
ORD100110,2023-01-05,CUST5119,West,Clothing,Chair,6,1862,11172
ORD100111,2023-01-05,CUST1188,East,Clothing,Sofa,2,1820,3640
ORD100112,2023-01-05,CUST2876,West,Electronics,Mobile,7,4934,34538
ORD100113,2023-01-05,CUST9797,South,Clothing,Chair,4,2196,8784
ORD100114,2023-01-05,CUST5371,East,Grocery,Chair,6,1232,7392
ORD100115,2023-01-05,CUST6573,West,Clothing,Jeans,2,1816,3632
ORD100116,2023-01-05,CUST2827,North,Clothing,TV,3,3543,10629
ORD100117,2023-01-05,CUST5808,South,Furniture,Table,3,621,1863
ORD100118,2023-01-05,CUST8123,West,Electronics,Sofa,4,3072,12288
ORD100119,2023-01-05,CUST3591,North,Electronics,Laptop,1,2523,2523
ORD100120,2023-01-06,CUST8433,West,Electronics,Table,6,734,4404
ORD100121,2023-01-06,CUST1053,North,Clothing,Milk,6,748,4488
ORD100122,2023-01-06,CUST5315,South,Grocery,Laptop,4,3261,13044
ORD100123,2023-01-06,CUST9201,East,Furniture,Rice,8,1272,10176
ORD100124,2023-01-06,CUST3927,North,Electronics,Mobile,5,4918,24590
ORD100125,2023-01-06,CUST9317,West,Clothing,Jeans,4,466,1864
ORD100126,2023-01-06,CUST2743,South,Grocery,Table,7,3883,27181
ORD100127,2023-01-06,CUST5889,North,Furniture,TV,8,2984,23872
ORD100128,2023-01-06,CUST9317,West,Furniture,Mobile,2,4088,8176
ORD100129,2023-01-06,CUST4258,West,Electronics,Chair,1,4814,4814
ORD100130,2023-01-06,CUST3504,West,Electronics,Sofa,6,2616,15696
ORD100131,2023-01-06,CUST7126,North,Grocery,Milk,2,4407,8814
ORD100132,2023-01-06,CUST3646,North,Clothing,Jeans,8,4460,35680
ORD100133,2023-01-06,CUST9837,North,Grocery,Chair,5,724,3620
ORD100134,2023-01-06,CUST9689,East,Electronics,Mobile,2,3517,7034
ORD100135,2023-01-06,CUST1009,North,Grocery,Sofa,5,1903,9515
ORD100136,2023-01-06,CUST6310,North,Clothing,Milk,2,1334,2668
ORD100137,2023-01-06,CUST9005,North,Furniture,Chair,6,1206,7236
ORD100138,2023-01-06,CUST1319,East,Furniture,Milk,8,861,6888
ORD100139,2023-01-06,CUST2832,North,Furniture,Mobile,2,448,896
ORD100140,2023-01-06,CUST6947,West,Furniture,TV,6,995,5970
ORD100141,2023-01-06,CUST6038,North,Electronics,Shirt,6,2051,12306
ORD100142,2023-01-06,CUST4923,West,Electronics,Rice,1,430,430
ORD100143,2023-01-06,CUST1949,West,Clothing,Rice,9,3647,32823
ORD100144,2023-01-07,CUST4946,West,Clothing,Chair,8,3651,29208
ORD100145,2023-01-07,CUST2290,East,Clothing,Chair,4,3243,12972
ORD100146,2023-01-07,CUST2403,East,Clothing,Rice,7,1022,7154
ORD100147,2023-01-07,CUST8962,East,Grocery,Table,4,1618,6472
ORD100148,2023-01-07,CUST2133,North,Clothing,TV,8,3550,28400
ORD100149,2023-01-07,CUST9727,West,Furniture,Rice,2,3438,6876
ORD100150,2023-01-07,CUST3060,East,Furniture,Rice,2,2386,4772
ORD100151,2023-01-07,CUST3103,East,Furniture,Sofa,3,104,312
ORD100152,2023-01-07,CUST8787,North,Grocery,Chair,4,4866,19464
ORD100153,2023-01-07,CUST3705,East,Clothing,Milk,6,146,876
ORD100154,2023-01-07,CUST5342,North,Furniture,Sofa,5,3538,17690
ORD100155,2023-01-07,CUST9645,South,Furniture,Chair,7,1149,8043
ORD100156,2023-01-07,CUST7932,East,Furniture,Rice,6,398,2388
ORD100157,2023-01-07,CUST4470,South,Furniture,Jeans,4,160,640
ORD100158,2023-01-07,CUST9835,North,Electronics,Shirt,9,3593,32337
ORD100159,2023-01-07,CUST4295,West,Clothing,Chair,7,2531,17717
ORD100160,2023-01-07,CUST6107,East,Clothing,Shirt,1,3587,3587
ORD100161,2023-01-07,CUST7537,North,Grocery,Laptop,8,4129,33032
ORD100162,2023-01-07,CUST7118,West,Electronics,TV,4,1924,7696
ORD100163,2023-01-07,CUST8177,West,Grocery,Rice,7,855,5985
ORD100164,2023-01-07,CUST9479,South,Furniture,Milk,2,675,1350
ORD100165,2023-01-07,CUST8397,North,Grocery,Table,3,2324,6972
ORD100166,2023-01-07,CUST2982,West,Furniture,Milk,1,4288,4288
ORD100167,2023-01-07,CUST5061,East,Furniture,Sofa,2,1650,3300
ORD100168,2023-01-08,CUST4681,East,Clothing,Shirt,5,633,3165
ORD100169,2023-01-08,CUST2049,South,Clothing,Sofa,2,2091,4182
ORD100170,2023-01-08,CUST6539,West,Clothing,Jeans,6,963,5778
ORD100171,2023-01-08,CUST1344,North,Clothing,Laptop,6,4607,27642
ORD100172,2023-01-08,CUST4770,East,Clothing,Milk,6,1154,6924
ORD100173,2023-01-08,CUST4608,West,Electronics,Milk,3,3126,9378
ORD100174,2023-01-08,CUST1117,West,Clothing,Jeans,3,2499,7497
ORD100175,2023-01-08,CUST2163,South,Grocery,Rice,7,3383,23681
ORD100176,2023-01-08,CUST1964,East,Furniture,Chair,4,1308,5232
ORD100177,2023-01-08,CUST4750,East,Clothing,Shirt,6,1710,10260
ORD100178,2023-01-08,CUST2104,North,Electronics,Shirt,8,3342,26736
ORD100179,2023-01-08,CUST1514,East,Grocery,TV,3,4427,13281
ORD100180,2023-01-08,CUST6413,North,Grocery,TV,9,1197,10773
ORD100181,2023-01-08,CUST2160,East,Furniture,TV,9,352,3168
ORD100182,2023-01-08,CUST9423,South,Grocery,Shirt,3,3052,9156
ORD100183,2023-01-08,CUST4899,East,Grocery,Chair,6,3469,20814
ORD100184,2023-01-08,CUST5562,North,Grocery,Rice,5,3245,16225
ORD100185,2023-01-08,CUST8953,North,Grocery,Laptop,4,533,2132
ORD100186,2023-01-08,CUST4510,South,Electronics,Laptop,8,2056,16448
ORD100187,2023-01-08,CUST9834,East,Furniture,Jeans,9,2888,25992
ORD100188,2023-01-08,CUST3167,East,Clothing,Mobile,9,1322,11898
ORD100189,2023-01-08,CUST8744,South,Grocery,Table,5,2871,14355
ORD100190,2023-01-08,CUST4981,East,Electronics,Chair,5,183,915
ORD100191,2023-01-08,CUST8749,East,Furniture,Mobile,3,811,2433
ORD100192,2023-01-09,CUST7669,North,Clothing,Sofa,9,3145,28305
ORD100193,2023-01-09,CUST4119,East,Furniture,TV,1,316,316
ORD100194,2023-01-09,CUST2545,East,Electronics,Sofa,3,4115,12345
ORD100195,2023-01-09,CUST2588,South,Electronics,Laptop,7,2658,18606
ORD100196,2023-01-09,CUST8062,South,Electronics,Table,7,2405,16835
ORD100197,2023-01-09,CUST6804,West,Grocery,Mobile,5,2376,11880
ORD100198,2023-01-09,CUST7939,North,Electronics,Milk,6,4493,26958
ORD100199,2023-01-09,CUST7735,East,Clothing,Rice,4,2765,11060
ORD100200,2023-01-09,CUST8651,East,Grocery,Table,8,604,4832
ORD100201,2023-01-09,CUST1887,West,Furniture,Shirt,4,3874,15496
ORD100202,2023-01-09,CUST2612,East,Clothing,Table,6,4846,29076
ORD100203,2023-01-09,CUST1993,North,Grocery,Jeans,5,3935,19675
ORD100204,2023-01-09,CUST7596,West,Electronics,Shirt,6,1847,11082
ORD100205,2023-01-09,CUST6559,North,Furniture,Mobile,3,1884,5652
ORD100206,2023-01-09,CUST2790,West,Electronics,Sofa,3,1708,5124
ORD100207,2023-01-09,CUST5073,West,Clothing,Rice,7,2320,16240
ORD100208,2023-01-09,CUST4139,South,Clothing,Jeans,1,1040,1040
ORD100209,2023-01-09,CUST4116,North,Grocery,Table,1,4357,4357
ORD100210,2023-01-09,CUST9786,East,Clothing,Laptop,1,4802,4802
ORD100211,2023-01-09,CUST8350,East,Furniture,Shirt,6,2012,12072
ORD100212,2023-01-09,CUST3296,North,Grocery,Mobile,4,1871,7484
ORD100213,2023-01-09,CUST7912,East,Furniture,Mobile,6,4215,25290
ORD100214,2023-01-09,CUST4006,East,Electronics,Milk,1,501,501
ORD100215,2023-01-09,CUST5563,North,Furniture,Sofa,4,4907,19628
ORD100216,2023-01-10,CUST8579,West,Furniture,TV,4,3544,14176
ORD100217,2023-01-10,CUST5092,North,Clothing,Jeans,2,2455,4910
ORD100218,2023-01-10,CUST2235,West,Electronics,Laptop,1,1660,1660
ORD100219,2023-01-10,CUST8260,East,Clothing,Sofa,8,1613,12904
ORD100220,2023-01-10,CUST2604,East,Electronics,Mobile,6,3447,20682
ORD100221,2023-01-10,CUST1828,East,Electronics,TV,4,1449,5796
ORD100222,2023-01-10,CUST9856,South,Furniture,Table,2,3187,6374
ORD100223,2023-01-10,CUST1241,West,Clothing,Mobile,5,2330,11650
ORD100224,2023-01-10,CUST2528,South,Furniture,Jeans,9,1891,17019
ORD100225,2023-01-10,CUST4872,South,Furniture,Rice,7,4017,28119
ORD100226,2023-01-10,CUST3724,North,Furniture,Rice,4,4219,16876
ORD100227,2023-01-10,CUST7658,South,Electronics,Mobile,5,2383,11915
ORD100228,2023-01-10,CUST8956,North,Clothing,Jeans,8,2997,23976
ORD100229,2023-01-10,CUST8886,North,Clothing,Shirt,5,1900,9500
ORD100230,2023-01-10,CUST4502,South,Furniture,TV,6,2650,15900
ORD100231,2023-01-10,CUST7570,West,Electronics,Chair,6,4450,26700
ORD100232,2023-01-10,CUST1960,West,Clothing,Mobile,8,4572,36576
ORD100233,2023-01-10,CUST3697,West,Grocery,Sofa,5,4144,20720
ORD100234,2023-01-10,CUST7209,West,Clothing,Table,1,3486,3486
ORD100235,2023-01-10,CUST1035,West,Furniture,Milk,4,1232,4928
ORD100236,2023-01-10,CUST7396,South,Grocery,Sofa,3,3446,10338
ORD100237,2023-01-10,CUST5345,South,Electronics,Rice,2,1441,2882
ORD100238,2023-01-10,CUST8454,East,Grocery,Milk,7,2914,20398
ORD100239,2023-01-10,CUST5673,West,Grocery,Shirt,7,3416,23912
ORD100240,2023-01-11,CUST7930,South,Furniture,Shirt,8,521,4168
ORD100241,2023-01-11,CUST8973,East,Clothing,TV,5,230,1150
ORD100242,2023-01-11,CUST3536,West,Electronics,TV,1,4414,4414
ORD100243,2023-01-11,CUST4111,North,Grocery,Laptop,6,1708,10248
ORD100244,2023-01-11,CUST5861,East,Furniture,Shirt,6,296,1776
ORD100245,2023-01-11,CUST4566,South,Clothing,Rice,8,4813,38504
ORD100246,2023-01-11,CUST1958,North,Grocery,TV,2,1735,3470
ORD100247,2023-01-11,CUST9883,North,Furniture,Mobile,9,2843,25587
ORD100248,2023-01-11,CUST1998,North,Furniture,Rice,6,1494,8964
ORD100249,2023-01-11,CUST6138,East,Furniture,Mobile,1,1218,1218
ORD100250,2023-01-11,CUST1936,South,Electronics,Sofa,9,2536,22824
ORD100251,2023-01-11,CUST1821,North,Clothing,Laptop,8,1935,15480
ORD100252,2023-01-11,CUST8811,West,Grocery,Table,1,2662,2662
ORD100253,2023-01-11,CUST9238,North,Clothing,Table,8,146,1168
ORD100254,2023-01-11,CUST9701,North,Clothing,Jeans,7,4946,34622
ORD100255,2023-01-11,CUST3579,East,Grocery,Table,5,1151,5755
ORD100256,2023-01-11,CUST1931,East,Clothing,TV,6,786,4716
ORD100257,2023-01-11,CUST9320,South,Electronics,Rice,4,1710,6840
ORD100258,2023-01-11,CUST2312,West,Grocery,Table,9,3009,27081
ORD100259,2023-01-11,CUST4044,East,Grocery,Milk,9,857,7713
ORD100260,2023-01-11,CUST2122,North,Furniture,Laptop,1,153,153
ORD100261,2023-01-11,CUST2113,South,Clothing,Table,9,2230,20070
ORD100262,2023-01-11,CUST4853,North,Grocery,Table,3,2035,6105
ORD100263,2023-01-11,CUST7615,North,Grocery,TV,2,1988,3976
ORD100264,2023-01-12,CUST2964,East,Electronics,Shirt,4,3738,14952
ORD100265,2023-01-12,CUST5033,South,Furniture,Chair,4,2433,9732
ORD100266,2023-01-12,CUST1651,West,Grocery,Mobile,9,2121,19089
ORD100267,2023-01-12,CUST2343,West,Electronics,TV,4,1703,6812
ORD100268,2023-01-12,CUST7868,East,Grocery,Table,5,543,2715
ORD100269,2023-01-12,CUST9565,East,Grocery,TV,6,3781,22686
ORD100270,2023-01-12,CUST6183,South,Grocery,Sofa,4,1652,6608
ORD100271,2023-01-12,CUST5272,West,Electronics,TV,1,4464,4464
ORD100272,2023-01-12,CUST4346,West,Clothing,Mobile,2,1007,2014
ORD100273,2023-01-12,CUST6147,West,Grocery,TV,3,3551,10653
ORD100274,2023-01-12,CUST4910,North,Grocery,Jeans,4,1155,4620
ORD100275,2023-01-12,CUST5351,West,Clothing,Sofa,5,2240,11200
ORD100276,2023-01-12,CUST7484,North,Grocery,Chair,3,2949,8847
ORD100277,2023-01-12,CUST3144,South,Furniture,Shirt,1,694,694
ORD100278,2023-01-12,CUST5915,North,Grocery,Rice,8,1639,13112
ORD100279,2023-01-12,CUST8491,South,Furniture,Shirt,8,253,2024
ORD100280,2023-01-12,CUST6180,West,Clothing,Table,4,1717,6868
ORD100281,2023-01-12,CUST2188,West,Electronics,Mobile,7,517,3619
ORD100282,2023-01-12,CUST1152,South,Clothing,Jeans,4,4448,17792
ORD100283,2023-01-12,CUST8508,East,Grocery,Jeans,3,2306,6918
ORD100284,2023-01-12,CUST2638,South,Furniture,TV,7,4507,31549
ORD100285,2023-01-12,CUST2200,East,Electronics,Rice,6,3963,23778
ORD100286,2023-01-12,CUST9808,North,Grocery,Chair,1,4776,4776
ORD100287,2023-01-12,CUST4492,North,Electronics,Rice,9,4630,41670
ORD100288,2023-01-13,CUST9288,North,Electronics,Laptop,2,4132,8264
ORD100289,2023-01-13,CUST5345,West,Grocery,Jeans,3,3525,10575
ORD100290,2023-01-13,CUST3170,North,Clothing,Jeans,5,1105,5525
ORD100291,2023-01-13,CUST6718,East,Grocery,Table,3,4460,13380
ORD100292,2023-01-13,CUST2127,North,Grocery,Milk,3,1131,3393
ORD100293,2023-01-13,CUST5002,South,Clothing,Shirt,8,1117,8936
ORD100294,2023-01-13,CUST7054,South,Furniture,Laptop,4,3079,12316
ORD100295,2023-01-13,CUST5669,West,Grocery,TV,2,3776,7552
ORD100296,2023-01-13,CUST3584,South,Electronics,Sofa,5,4934,24670
ORD100297,2023-01-13,CUST8179,East,Grocery,Table,2,539,1078
ORD100298,2023-01-13,CUST9900,North,Grocery,Sofa,8,1937,15496
ORD100299,2023-01-13,CUST5956,West,Electronics,Sofa,3,3309,9927
ORD100300,2023-01-13,CUST9666,North,Clothing,Chair,2,994,1988
ORD100301,2023-01-13,CUST1128,North,Furniture,Jeans,3,750,2250
ORD100302,2023-01-13,CUST5905,East,Furniture,Rice,3,2667,8001
ORD100303,2023-01-13,CUST2697,South,Electronics,Chair,1,1191,1191
ORD100304,2023-01-13,CUST3200,South,Clothing,Milk,3,2136,6408
ORD100305,2023-01-13,CUST5333,North,Grocery,Rice,3,4341,13023
ORD100306,2023-01-13,CUST2891,West,Grocery,Sofa,4,4579,18316
ORD100307,2023-01-13,CUST2753,South,Grocery,Sofa,8,2615,20920
ORD100308,2023-01-13,CUST3546,West,Grocery,Jeans,9,2662,23958
ORD100309,2023-01-13,CUST5462,South,Grocery,TV,1,1522,1522
ORD100310,2023-01-13,CUST5616,West,Electronics,Rice,1,4315,4315
ORD100311,2023-01-13,CUST4450,East,Grocery,Mobile,6,3883,23298
ORD100312,2023-01-14,CUST6617,West,Grocery,Shirt,1,2897,2897
ORD100313,2023-01-14,CUST4335,East,Clothing,TV,5,154,770
ORD100314,2023-01-14,CUST5325,East,Grocery,Rice,1,1193,1193
ORD100315,2023-01-14,CUST9280,West,Furniture,Shirt,8,2012,16096
ORD100316,2023-01-14,CUST9004,East,Electronics,Table,5,1617,8085
ORD100317,2023-01-14,CUST5114,North,Electronics,Jeans,6,455,2730
ORD100318,2023-01-14,CUST1832,East,Electronics,Shirt,4,4969,19876
ORD100319,2023-01-14,CUST2512,South,Furniture,Rice,8,3109,24872
ORD100320,2023-01-14,CUST7939,West,Grocery,Milk,9,1360,12240
ORD100321,2023-01-14,CUST5533,North,Electronics,Milk,9,2365,21285
ORD100322,2023-01-14,CUST1722,West,Furniture,Jeans,1,823,823
ORD100323,2023-01-14,CUST1058,South,Clothing,Chair,7,1393,9751
ORD100324,2023-01-14,CUST6464,South,Grocery,Chair,4,3489,13956
ORD100325,2023-01-14,CUST3143,South,Furniture,Milk,8,4459,35672
ORD100326,2023-01-14,CUST5291,East,Grocery,Chair,7,3816,26712
ORD100327,2023-01-14,CUST3647,East,Clothing,Rice,1,4539,4539
ORD100328,2023-01-14,CUST8239,West,Furniture,Milk,1,3980,3980
ORD100329,2023-01-14,CUST8007,West,Grocery,Shirt,1,1600,1600
ORD100330,2023-01-14,CUST1158,North,Furniture,Jeans,2,4716,9432
ORD100331,2023-01-14,CUST2832,North,Electronics,Table,2,1165,2330
ORD100332,2023-01-14,CUST2232,West,Grocery,Shirt,9,1937,17433
ORD100333,2023-01-14,CUST3442,East,Furniture,Shirt,5,531,2655
ORD100334,2023-01-14,CUST9938,South,Electronics,Mobile,1,1919,1919
ORD100335,2023-01-14,CUST1590,West,Clothing,Sofa,7,2477,17339
ORD100336,2023-01-15,CUST7049,North,Grocery,Jeans,2,4471,8942
ORD100337,2023-01-15,CUST3426,East,Grocery,Milk,3,1545,4635
ORD100338,2023-01-15,CUST8041,West,Clothing,TV,4,4922,19688
ORD100339,2023-01-15,CUST3088,West,Electronics,Rice,3,2003,6009
ORD100340,2023-01-15,CUST1685,East,Clothing,Mobile,3,2015,6045
ORD100341,2023-01-15,CUST6050,West,Grocery,Milk,9,2042,18378
ORD100342,2023-01-15,CUST6974,East,Furniture,Table,4,3221,12884
ORD100343,2023-01-15,CUST1653,South,Electronics,Sofa,8,2280,18240
ORD100344,2023-01-15,CUST6862,East,Electronics,Shirt,1,4895,4895
ORD100345,2023-01-15,CUST4441,East,Electronics,TV,6,684,4104
ORD100346,2023-01-15,CUST5088,East,Clothing,Chair,1,2958,2958
ORD100347,2023-01-15,CUST2684,West,Clothing,TV,5,4065,20325
ORD100348,2023-01-15,CUST6794,West,Furniture,Rice,7,2252,15764
ORD100349,2023-01-15,CUST7658,East,Furniture,Sofa,1,391,391
ORD100350,2023-01-15,CUST3532,West,Electronics,Sofa,9,1415,12735
ORD100351,2023-01-15,CUST4878,North,Furniture,Chair,9,4192,37728
ORD100352,2023-01-15,CUST3662,North,Clothing,Shirt,6,4307,25842
ORD100353,2023-01-15,CUST3900,West,Furniture,Table,2,1168,2336
ORD100354,2023-01-15,CUST7755,West,Clothing,Shirt,2,3328,6656
ORD100355,2023-01-15,CUST1406,East,Furniture,Rice,9,3244,29196
ORD100356,2023-01-15,CUST3938,South,Grocery,Table,4,1017,4068
ORD100357,2023-01-15,CUST6442,West,Clothing,Shirt,6,2728,16368
ORD100358,2023-01-15,CUST7745,North,Grocery,Sofa,2,3343,6686
ORD100359,2023-01-15,CUST5065,East,Clothing,Laptop,4,4108,16432
ORD100360,2023-01-16,CUST5371,West,Furniture,Mobile,2,2883,5766
ORD100361,2023-01-16,CUST3608,North,Grocery,Table,3,4756,14268
ORD100362,2023-01-16,CUST2771,North,Furniture,Laptop,2,1102,2204
ORD100363,2023-01-16,CUST7267,South,Clothing,Milk,8,2527,20216
ORD100364,2023-01-16,CUST1634,East,Grocery,Milk,5,4652,23260
